OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
HULIANWANG DIGUI-137,2026-007A,2026-06-28T08:34:57.900576,13.29326324,.0000938,50.0091,45.7902,51.9971,308.0986,0,U,67435,999,2227,.78829047E-4,-.87E-6,0
HULIANWANG DIGUI-138,2026-007B,2026-06-28T08:59:02.462784,13.29324656,.00009311,50.0072,45.8483,50.9612,309.1343,0,U,67436,999,2227,.76578034E-4,-.89E-6,0
HULIANWANG DIGUI-139,2026-007C,2026-06-28T08:46:49.413216,13.29327601,.00009709,50.0040,45.7640,39.7070,320.3873,0,U,67437,999,2227,.84360425E-4,-.85E-6,0
HULIANWANG DIGUI-140,2026-007D,2026-06-28T07:22:47.319168,13.29325348,.00009117,50.0067,46.1544,51.5668,308.5286,0,U,67438,999,2226,.68611518E-4,-.92E-6,0
HULIANWANG DIGUI-141,2026-007E,2026-06-28T08:22:53.979168,13.29326207,.00009199,50.0056,45.7016,52.0361,308.0594,0,U,67439,999,2227,.77669313E-4,-.88E-6,0
HULIANWANG DIGUI-142,2026-007F,2026-06-28T15:23:56.087232,13.29325872,.0000898,50.0134,44.6856,53.7762,306.3193,0,U,67440,999,2231,.72965016E-4,-.9E-6,0
HULIANWANG DIGUI-143,2026-007G,2026-06-28T15:11:56.588640,13.29324310,.00007562,50.0115,44.6158,53.8739,306.2203,0,U,67441,999,2231,.63124504E-4,-.95E-6,0
HULIANWANG DIGUI-144,2026-007H,2026-06-28T14:59:43.330848,13.29328584,.00008963,50.0102,44.5580,56.1249,303.9708,0,U,67442,999,2231,.69285616E-4,-.92E-6,0
HULIANWANG DIGUI-145,2026-007J,2026-06-28T14:47:54.106080,13.29325084,.00008682,50.0105,44.5205,53.4541,306.6411,0,U,67443,999,2231,.75793388E-4,-.89E-6,0
STARLINK-36542,2026-008A,2026-06-28T14:46:06.495744,15.27588023,.00014898,43.0005,299.0634,263.0010,97.0672,0,U,67445,999,2653,.83007848E-3,.22656E-3,0
STARLINK-36539,2026-008B,2026-06-28T15:06:27.548064,15.27598314,.00008507,43.0014,299.1678,274.6406,85.4349,0,U,67446,999,2653,.82417816E-3,.22499E-3,0
STARLINK-36440,2026-008C,2026-06-28T15:11:48.098112,15.27608255,.00006377,43.0022,298.3195,103.5221,256.5702,0,U,67447,999,2654,.74202238E-3,.2023E-3,0
STARLINK-36423,2026-008D,2026-06-28T01:35:50.802144,15.27599699,.00024648,43.0041,301.8209,257.3967,102.6609,0,U,67448,999,2645,.64087443E-3,.17426E-3,0
STARLINK-36519,2026-008E,2026-06-28T14:31:18.246720,15.27599083,.00006923,43.0010,298.9782,294.5866,65.4914,0,U,67449,999,2653,.61394858E-3,.1668E-3,0
STARLINK-36525,2026-008F,2026-06-28T14:25:45.415776,15.27595178,.00022827,43.0013,298.9503,268.0768,91.9823,0,U,67450,999,2653,.96451578E-3,.26387E-3,0
STARLINK-36511,2026-008G,2026-06-28T14:51:38.890368,15.27620925,.00004688,43.0001,299.0929,146.5451,213.5430,0,U,67451,999,2653,.73948712E-3,.20168E-3,0
STARLINK-36524,2026-008H,2026-06-28T15:02:45.830976,15.27606476,.00014068,43.0014,299.1482,262.4350,97.6342,0,U,67452,999,2653,.94520099E-3,.2586E-3,0
STARLINK-36518,2026-008J,2026-06-28T14:33:09.265536,15.27590069,.00003276,42.9994,298.9718,126.9490,233.1392,0,U,67453,999,2653,.6196566E-3,.16834E-3,0
STARLINK-36517,2026-008K,2026-06-28T14:42:24.524640,15.27600330,.00017048,43.0003,299.0466,275.1415,84.9242,0,U,67454,999,2653,.53256588E-3,.14431E-3,0
STARLINK-36516,2026-008L,2026-06-28T01:21:02.234304,15.27586482,.00030337,43.0019,301.7414,267.7830,92.2674,0,U,67455,999,2645,.85849021E-3,.23443E-3,0
STARLINK-36493,2026-008M,2026-06-28T01:26:35.936160,15.27565272,.00014161,43.0026,301.7702,269.6178,90.4512,0,U,67456,999,2645,.9537697E-3,.26065E-3,0
STARLINK-36529,2026-008N,2026-06-28T14:36:50.569632,15.27614209,.00011879,42.9970,299.0070,285.6740,74.3981,0,U,67457,999,2653,.66884836E-3,.18208E-3,0
STARLINK-36528,2026-008P,2026-06-28T15:08:05.421984,15.27606867,.00008738,43.0012,298.2957,290.9575,69.1183,0,U,67458,999,2654,.69690003E-3,.1898E-3,0
STARLINK-36546,2026-008Q,2026-06-28T14:57:12.908448,15.27581161,.00009191,43.0005,299.1121,278.3705,81.7042,0,U,67459,999,2653,.64442668E-3,.17514E-3,0
STARLINK-36523,2026-008R,2026-06-28T14:47:57.333120,15.27600310,.00014636,43.0007,299.0646,269.8110,90.2574,0,U,67460,999,2653,.10469148E-2,.28677E-3,0
STARLINK-36522,2026-008S,2026-06-28T01:43:15.423456,15.27589096,.00010685,42.9986,301.8588,285.6296,74.4437,0,U,67461,999,2645,.43513567E-3,.11734E-3,0
STARLINK-36504,2026-008T,2026-06-28T01:37:41.509920,15.27595961,.00028145,43.0075,301.8124,258.3176,101.7360,0,U,67462,999,2645,.79735455E-3,.21756E-3,0
STARLINK-36505,2026-008U,2026-06-28T01:32:08.841408,15.27586352,.00019504,43.0057,301.7866,263.7100,96.3530,0,U,67463,999,2645,.80305004E-3,.21906E-3,0
STARLINK-36421,2026-008V,2026-06-28T15:13:39.471168,15.27592904,.00037006,43.0032,298.3348,285.8019,74.2424,0,U,67464,999,2654,.57755427E-3,.15673E-3,0
STARLINK-36437,2026-008W,2026-06-28T15:24:45.435456,15.27597193,.00003287,42.9998,298.3857,293.9277,66.1540,0,U,67465,999,2654,.52638898E-3,.14259E-3,0
STARLINK-36520,2026-008X,2026-06-28T14:53:30.483744,15.27606534,.00014178,43.0001,299.0929,273.7655,86.3035,0,U,67466,999,2653,.10195499E-2,.27923E-3,0
STARLINK-36425,2026-008Y,2026-06-28T14:44:15.427680,15.27604889,.00004912,42.9953,299.0524,111.5089,248.5815,0,U,67467,999,2653,.84336988E-3,.23036E-3,0
STARLINK-36414,2026-008Z,2026-06-28T01:11:47.720832,15.27584379,.0001242,43.0000,301.6720,261.9271,98.1439,0,U,67468,999,2645,.84500389E-3,.23066E-3,0
STARLINK-36441,2026-008AA,2026-06-28T14:49:48.385632,15.27601235,.00004932,42.9972,299.0643,203.6912,156.3917,0,U,67469,999,2653,.68775921E-3,.18724E-3,0
STARLINK-36454,2026-008AB,2026-06-28T01:22:53.928768,15.27591612,.00012058,43.0002,301.7329,280.5876,79.4840,0,U,67470,999,2645,.35773018E-3,.9598E-4,0
STARLINK-36334,2026-008AC,2026-06-28T14:59:04.021440,15.27626845,.00010758,42.9990,299.1070,142.9116,217.1810,0,U,67471,999,2653,.94408694E-3,.25845E-3,0
STARLINK-36269,2026-008AD,2026-06-28T14:38:42.123264,15.27604560,.00004199,42.9988,299.0034,280.6051,79.4753,0,U,67472,999,2653,.79760627E-3,.21768E-3,0
STARLINK-36408,2026-008AE,2026-06-28T14:27:36.029376,15.27600115,.00013599,43.0000,298.9421,297.8402,62.2312,0,U,67473,999,2653,.60771237E-3,.16509E-3,0
ALSAT-3A,2026-009A,2026-06-28T14:54:51.320448,15.23647058,.00147746,97.4549,253.4211,77.1647,283.1240,0,U,67474,999,2501,.24199867E-3,.5745E-4,0
TIANQI-37,2026-010A,2026-06-28T07:33:57.198240,13.99168727,.00119103,44.9833,32.2251,18.5269,341.5995,0,U,67476,999,2295,.14977033E-3,.9E-6,0
TIANQI-38,2026-010B,2026-06-28T14:00:05.451552,13.99164361,.00105276,44.9796,30.8015,26.6817,333.4556,0,U,67477,999,2299,.15230581E-3,.94E-6,0
TIANQI-39,2026-010C,2026-06-24T22:29:53.774016,14.01786571,.00142158,44.9805,43.3213,19.0108,341.1254,0,U,67478,999,2253,.92031397E-4,.11E-6,0
TIANQI-40,2026-010D,2026-06-28T08:00:23.953248,13.99151680,.00104867,44.9840,32.3441,31.9925,328.1543,0,U,67479,999,2295,.15653809E-3,.1E-5,0
SZ-20 MODULE,2025-082C,2026-06-28T12:48:41.082048,15.69631983,.00105537,41.4760,246.3753,76.0174,284.1841,0,U,67481,999,29501,.19947359E-3,.24121E-3,0
2025-313BE,2025-313BE,2026-06-28T11:02:02.650560,15.54341758,.0008128,97.3865,257.3141,257.3582,102.6763,0,U,67482,999,2502,.29155161E-2,.195371E-2,0
ION SCV-021,2025-276DT,2026-06-28T11:17:51.364032,14.97572544,.00129249,97.5244,249.5106,85.9966,274.2734,0,U,67483,999,2429,.14277927E-3,.1614E-4,0
STARLINK-36551,2026-012A,2026-06-28T14:59:49.017696,15.27590484,.00005707,43.0048,48.2817,280.6951,79.3836,0,U,67493,999,2472,.83828477E-3,.22884E-3,0
STARLINK-36396,2026-012B,2026-06-28T08:15:25.699680,15.27593383,.00015947,43.0028,49.6304,273.3780,86.6889,0,U,67494,999,2468,.855734E-3,.2337E-3,0
STARLINK-36550,2026-012C,2026-06-28T14:48:42.414912,15.27576416,.00013028,43.0027,48.2264,259.9571,100.1134,0,U,67495,999,2472,.56574297E-3,.15337E-3,0
STARLINK-36534,2026-012D,2026-06-28T08:22:49.330848,15.27600728,.0002328,43.0033,49.6518,268.0517,92.0068,0,U,67496,999,2468,.76109544E-3,.20754E-3,0
STARLINK-36555,2026-012E,2026-06-27T23:01:35.585760,15.27592127,.00012001,43.0060,51.8835,263.4574,96.6141,0,U,67497,999,2462,.64241378E-3,.17464E-3,0
STARLINK-36081,2026-012F,2026-06-28T08:17:16.252800,15.27612063,.00029583,43.0008,49.6278,270.0386,90.0127,0,U,67498,999,2468,.10054894E-2,.27539E-3,0
STARLINK-36558,2026-012G,2026-06-28T08:11:43.042560,15.27608435,.00028262,43.0013,49.5964,278.8808,81.1724,0,U,67499,999,2468,.71184551E-3,.19396E-3,0
STARLINK-36557,2026-012H,2026-06-28T08:06:10.095840,15.27624972,.00015622,42.9989,49.5581,275.7466,84.3208,0,U,67500,999,2468,.10878066E-2,.29834E-3,0
STARLINK-36433,2026-012J,2026-06-28T08:00:37.160352,15.27588736,.0001705,42.9997,49.5256,263.6240,96.4418,0,U,67501,999,2468,.6043334E-3,.16409E-3,0
STARLINK-36554,2026-012K,2026-06-27T22:26:27.409344,15.27561598,.0001423,43.0006,51.6930,262.4760,97.5930,0,U,67502,999,2462,.9586E-3,.26195E-3,0
STARLINK-36552,2026-012L,2026-06-28T07:45:49.455648,15.27577139,.00010751,42.9979,49.4403,335.8370,24.2431,0,U,67503,999,2468,.54237314E-3,.14691E-3,0
STARLINK-36512,2026-012M,2026-06-28T15:25:29.938368,15.27598911,.00013086,43.0021,47.5400,270.3328,89.7374,0,U,67504,999,2473,.57876221E-3,.15707E-3,0
STARLINK-36545,2026-012N,2026-06-28T15:19:56.983872,15.27587626,.00011945,43.0016,47.5095,271.2530,88.8185,0,U,67505,999,2473,.75138935E-3,.20477E-3,0
STARLINK-36553,2026-012P,2026-06-27T23:32:48.774912,15.27550615,.00017377,43.0024,51.1691,259.2442,100.8215,0,U,67506,999,2463,.6261899E-3,.16994E-3,0
STARLINK-36521,2026-012Q,2026-06-28T15:10:41.925216,15.27600345,.00010985,43.0023,47.4589,284.1240,75.9490,0,U,67507,999,2473,.10377002E-2,.28421E-3,0
STARLINK-36526,2026-012R,2026-06-27T23:23:34.575072,15.27603481,.00016388,43.0040,51.1176,262.7505,97.3161,0,U,67508,999,2463,.83202146E-3,.2272E-3,0
STARLINK-36541,2026-012S,2026-06-28T08:41:20.554080,15.27581242,.00011678,43.0057,49.7595,268.1714,91.9004,0,U,67509,999,2468,.57851741E-3,.15692E-3,0
STARLINK-36549,2026-012T,2026-06-28T15:06:59.511744,15.27578808,.00006511,43.0024,47.4196,263.8865,96.1913,0,U,67510,999,2473,.63214518E-3,.17173E-3,0
STARLINK-36540,2026-012U,2026-06-28T14:52:24.634848,15.27608409,.000205,43.0042,48.2518,266.5082,93.5535,0,U,67511,999,2472,.10378876E-2,.28434E-3,0
STARLINK-36538,2026-012V,2026-06-28T08:28:23.516544,15.27558797,.00019952,43.0049,49.6689,260.4529,99.6097,0,U,67512,999,2468,.62426945E-3,.16945E-3,0
STARLINK-36531,2026-012W,2026-06-28T08:13:34.497696,15.27585996,.00009145,43.0004,49.5928,273.2977,86.7770,0,U,67513,999,2468,.44517849E-3,.1201E-3,0
STARLINK-36530,2026-012X,2026-06-28T08:08:02.246496,15.27587635,.00015015,43.0009,49.5653,277.6779,82.3903,0,U,67514,999,2468,.87001551E-3,.23762E-3,0
STARLINK-36543,2026-012Y,2026-06-28T08:02:28.290624,15.27584140,.00017828,42.9988,49.5357,287.4129,72.6527,0,U,67515,999,2468,.63564124E-3,.17273E-3,0
STARLINK-36537,2026-012Z,2026-06-28T07:47:40.051104,15.27568872,.00011469,43.0056,49.4484,273.4136,86.6585,0,U,67516,999,2468,.76205479E-3,.2076E-3,0
STARLINK-36544,2026-012AA,2026-06-28T07:56:54.451392,15.27599459,.00018752,42.9981,49.4995,279.1212,80.9428,0,U,67517,999,2468,.42309333E-3,.11406E-3,0
STARLINK-36412,2026-012AB,2026-06-27T23:40:13.076544,15.27611070,.00015582,43.0018,51.2055,264.6474,95.4200,0,U,67518,999,2463,.83134677E-3,.22707E-3,0
STARLINK-36415,2026-012AC,2026-06-27T23:34:40.908288,15.27591207,.00014635,43.0022,51.1668,272.5720,87.4964,0,U,67519,999,2463,.66103506E-3,.17979E-3,0
STARLINK-36547,2026-012AD,2026-06-28T15:27:19.649088,15.27626014,.00012102,43.0010,47.5413,258.5721,101.4995,0,U,67520,999,2473,.92855118E-3,.25414E-3,0
STARLINK-36444,2026-012AE,2026-06-27T22:17:12.395616,15.27573860,.0001035,42.9985,51.6354,262.4157,97.6577,0,U,67521,999,2462,.10276E-2,.28119E-3,0
HULIANWANG DIGUI-146,2026-013A,2026-06-28T14:04:08.709024,13.29323846,.00012531,50.0091,315.0182,157.0122,203.0807,0,U,67522,999,2156,.73622968E-4,-.9E-6,0
HULIANWANG DIGUI-147,2026-013B,2026-06-28T15:40:17.285376,13.29332001,.00011546,50.0064,314.6609,156.9863,203.1061,0,U,67523,999,2157,.75231737E-4,-.89E-6,0
HULIANWANG DIGUI-148,2026-013C,2026-06-28T13:39:56.769120,13.29332723,.00012053,50.0102,314.9446,157.1447,202.9479,0,U,67524,999,2156,.76830063E-4,-.88E-6,0
HULIANWANG DIGUI-149,2026-013D,2026-06-28T15:16:23.111040,13.29330344,.00013974,50.0100,314.6247,159.3605,200.7324,0,U,67525,999,2157,.63916647E-4,-.94E-6,0
HULIANWANG DIGUI-150,2026-013E,2026-06-28T14:52:18.554016,13.29330545,.00012078,50.0061,314.4839,156.7908,203.3019,0,U,67526,999,2159,.58883685E-4,-.97E-6,0
HULIANWANG DIGUI-151,2026-013F,2026-06-28T15:04:18.395616,13.29330998,.00011848,50.0104,314.5878,155.9910,204.1018,0,U,67527,999,2157,.62974381E-4,-.95E-6,0
HULIANWANG DIGUI-152,2026-013G,2026-06-28T14:40:13.606176,13.29331141,.00011972,50.0052,314.4312,157.4915,202.6009,0,U,67528,999,2157,.56252276E-4,-.98E-6,0
HULIANWANG DIGUI-153,2026-013H,2026-06-28T01:50:23.065440,13.29330834,.00011743,50.0055,316.2776,154.6178,205.4752,0,U,67529,999,2149,.58210064E-4,-.97E-6,0
HULIANWANG DIGUI-154,2026-013J,2026-06-28T14:16:08.826240,13.29331050,.00011831,50.0079,314.3829,156.5859,203.5068,0,U,67530,999,2156,.64672412E-4,-.94E-6,0
STARLINK-36587,2026-014A,2026-06-28T14:26:07.254240,15.33452046,.00017915,97.2866,66.2005,96.1425,264.0022,0,U,67532,999,2578,.66542086E-3,.21474E-3,0
STARLINK-36417,2026-014B,2026-06-28T15:20:56.135904,15.33443831,.00015356,97.2861,66.1477,94.4955,265.6463,0,U,67533,999,2578,.43062558E-3,.13852E-3,0
STARLINK-36576,2026-014C,2026-06-28T15:05:16.364832,15.33438208,.00017796,97.2863,66.1641,95.6537,264.4909,0,U,67534,999,2578,.59472683E-3,.1917E-3,0
STARLINK-36574,2026-014D,2026-06-28T14:37:51.979296,15.33444533,.00017684,97.2860,66.1889,101.0701,259.0740,0,U,67535,999,2578,.5338844E-3,.172E-3,0
STARLINK-36572,2026-014E,2026-06-28T15:09:10.736928,15.33439313,.00017827,97.2857,66.1596,93.8902,266.2544,0,U,67536,999,2578,-.17485906E-4,-.64E-5,0
STARLINK-36561,2026-014F,2026-06-28T14:57:26.472384,15.33453276,.00016254,97.2865,66.1682,99.8767,260.2659,0,U,67537,999,2578,.32854147E-3,.10549E-3,0
STARLINK-36397,2026-014G,2026-06-28T14:33:56.992032,15.33442338,.00017475,97.2860,66.1903,101.0388,259.1051,0,U,67538,999,2578,.54911005E-3,.17693E-3,0
STARLINK-36573,2026-014H,2026-06-28T14:53:31.670880,15.33446159,.00017276,97.2859,66.1754,92.0246,268.1195,0,U,67539,999,2578,.75508598E-3,.24382E-3,0
STARLINK-36585,2026-014J,2026-06-28T14:45:41.899392,15.33457021,.00027257,97.2849,66.1783,96.7487,263.4066,0,U,67540,999,2578,.60018013E-3,.1936E-3,0
STARLINK-36579,2026-014K,2026-06-28T15:32:40.948224,15.33444828,.00015893,97.2863,66.2901,103.2730,256.8690,0,U,67541,999,2579,.30896655E-3,.9913E-4,0
STARLINK-35934,2026-014L,2026-06-28T14:06:32.768064,15.33444389,.00015726,97.2865,66.2199,92.8256,267.3166,0,U,67542,999,2577,.534015E-3,.17204E-3,0
STARLINK-36581,2026-014M,2026-06-28T14:49:36.793344,15.33445333,.00017418,97.2862,66.1789,88.4634,271.6808,0,U,67543,999,2578,.69181098E-3,.22326E-3,0
STARLINK-36565,2026-014N,2026-06-28T15:01:21.302400,15.33449687,.00018465,97.2861,66.1681,97.7884,262.3569,0,U,67544,999,2578,.96849268E-3,.31327E-3,0
STARLINK-36583,2026-014P,2026-06-28T14:22:12.387936,15.33442050,.00016577,97.2862,66.2044,93.8166,266.3266,0,U,67545,999,2578,.54095291E-3,.17428E-3,0
STARLINK-36580,2026-014Q,2026-06-28T15:13:06.240000,15.33445784,.00016873,97.2862,66.1569,101.7525,258.3907,0,U,67546,999,2578,.43287922E-3,.13926E-3,0
STARLINK-36584,2026-014R,2026-06-28T14:14:22.371936,15.33448306,.00018153,97.2862,66.2125,94.5018,265.6432,0,U,67547,999,2578,.25136597E-3,.805E-4,0
STARLINK-36586,2026-014S,2026-06-28T14:10:27.625728,15.33449328,.00017281,97.2864,66.2179,91.7055,268.4386,0,U,67548,999,2578,.33230362E-3,.1067E-3,0
STARLINK-36564,2026-014T,2026-06-28T15:17:01.173696,15.33450613,.00017772,97.2862,66.1535,86.6371,273.5075,0,U,67549,999,2572,.65864098E-3,.21252E-3,0
STARLINK-36563,2026-014U,2026-06-28T15:36:34.263648,15.33476182,.00016269,97.2866,66.2875,100.4202,259.7224,0,U,67550,999,2579,.37942761E-3,.12206E-3,0
STARLINK-36566,2026-014V,2026-06-28T15:24:51.015168,15.33448096,.00018266,97.2859,66.1456,97.4031,262.7419,0,U,67551,999,2577,.28167035E-3,.903E-4,0
STARLINK-36567,2026-014W,2026-06-28T14:18:17.472384,15.33451377,.00017784,97.2862,66.2054,96.5553,263.5893,0,U,67552,999,2577,.70889338E-3,.22885E-3,0
STARLINK-36569,2026-014X,2026-06-28T14:30:02.198304,15.33448006,.00016477,97.2865,66.1994,102.6550,257.4877,0,U,67553,999,2577,.57524221E-3,.18544E-3,0
STARLINK-36395,2026-014Y,2026-06-28T14:49:00.232320,15.33445583,.00020149,97.2855,69.0788,88.2936,271.8537,0,U,67554,999,2596,.55327083E-3,.1783E-3,0
STARLINK-36559,2026-014Z,2026-06-28T14:41:46.830048,15.33452661,.00017102,97.2858,66.1862,98.6819,261.4617,0,U,67555,999,2577,.30524725E-3,.9795E-4,0
MR-2,2026-015A,2026-06-28T12:29:57.212448,13.52695114,.00049211,89.0004,267.3905,65.7102,294.4563,0,U,67556,999,2124,.51491789E-4,.46E-6,0
MR-1,2026-015B,2026-06-28T12:34:09.928992,13.52669511,.0004962,89.0004,267.3905,64.5982,295.5684,0,U,67557,999,2124,.57345819E-4,.5E-6,0
STARLINK-36426,2026-014AA,2026-06-28T15:28:46.119936,15.33447858,.00016741,97.2859,66.2949,93.6354,266.5080,0,U,67560,999,2578,.64505021E-3,.20809E-3,0
STARLINK-36621,2026-016A,2026-06-28T10:34:37.261056,15.33451156,.00003175,97.2865,239.2314,174.4428,185.6818,0,U,67561,999,2383,.62908899E-3,.20293E-3,0
STARLINK-36398,2026-016B,2026-06-28T10:46:21.944640,15.33466834,.00004375,97.2848,239.3721,133.2731,226.8548,0,U,67562,999,2384,.67375388E-3,.21754E-3,0
STARLINK-36403,2026-016C,2026-06-28T14:21:42.581664,15.33461414,.00009183,97.2845,239.4749,101.5796,258.5550,0,U,67563,999,2386,.88207855E-3,.28524E-3,0
STARLINK-36593,2026-016D,2026-06-28T14:29:32.597664,15.33448173,.00004245,97.2856,239.4661,163.2744,196.8513,0,U,67564,999,2386,.55094034E-3,.17755E-3,0
STARLINK-35725,2026-016E,2026-06-28T14:56:56.647104,15.33465693,.00011017,97.2843,239.4436,265.5701,94.5416,0,U,67565,999,2386,.80126613E-3,.25898E-3,0
STARLINK-36394,2026-016F,2026-06-28T15:00:51.169536,15.33463966,.00024334,97.2834,239.4409,242.8288,117.2706,0,U,67566,999,2386,.65392306E-3,.21109E-3,0
STARLINK-36352,2026-016G,2026-06-27T17:52:18.380352,15.33450002,.00003204,97.2854,238.6482,257.5879,102.5328,0,U,67567,999,2373,.75127165E-3,.2426E-3,0
STARLINK-36435,2026-016H,2026-06-28T13:58:13.851264,15.33428321,.00022843,97.2851,239.4992,66.7229,293.4254,0,U,67568,999,2386,.78288797E-3,.25272E-3,0
STARLINK-36575,2026-016J,2026-06-28T15:18:40.672800,15.33447492,.00003083,97.2850,240.4863,145.0110,215.1153,0,U,67569,999,2393,.76068991E-3,.24564E-3,0
STARLINK-36562,2026-016K,2026-06-27T17:48:23.504544,15.33436999,.00004687,97.2847,238.6533,181.0493,179.0749,0,U,67570,999,2373,.33285724E-3,.10683E-3,0
STARLINK-36578,2026-016L,2026-06-28T10:22:52.341600,15.33454314,.00012289,97.2859,239.2445,242.3907,117.7211,0,U,67571,999,2383,.65518503E-3,.21142E-3,0
STARLINK-36350,2026-016M,2026-06-28T14:49:07.176288,15.33451841,.00001412,97.2849,239.4515,34.1940,325.9312,0,U,67572,999,2386,.32947783E-3,.10579E-3,0
STARLINK-36588,2026-016N,2026-06-28T14:53:01.837824,15.33460407,.00006046,97.2841,239.4481,212.8481,147.2724,0,U,67573,999,2386,.80787364E-3,.26109E-3,0
STARLINK-36594,2026-016P,2026-06-27T17:44:28.589856,15.33447477,.00000141,97.2853,238.6560,1.3381,358.7862,0,U,67574,999,2373,.69207531E-3,.22335E-3,0
STARLINK-36400,2026-016Q,2026-06-28T14:33:27.498528,15.33459829,.00002615,97.2823,239.4653,121.1756,238.9512,0,U,67575,999,2386,.95140109E-3,.30779E-3,0
STARLINK-36591,2026-016R,2026-06-28T14:17:47.999616,15.33456093,.00004709,97.2852,239.4815,80.7397,279.3899,0,U,67576,999,2386,.518261E-3,.16699E-3,0
STARLINK-36590,2026-016S,2026-06-28T14:37:22.468512,15.33457406,.00002495,97.2846,239.4614,161.6934,198.4318,0,U,67577,999,2386,.96718292E-3,.31291E-3,0
STARLINK-36613,2026-016T,2026-06-28T15:12:36.354240,15.33455978,.00009543,97.2846,239.4318,250.6763,109.4377,0,U,67578,999,2386,.68372461E-3,.2207E-3,0
STARLINK-36571,2026-016U,2026-06-28T14:41:17.315808,15.33452338,.00004039,97.2856,239.4576,146.8433,213.2835,0,U,67579,999,2386,.70503996E-3,.2276E-3,0
STARLINK-36612,2026-016V,2026-06-28T10:42:26.091648,15.33480402,.00007671,97.2867,239.3767,75.8908,284.2420,0,U,67580,999,2384,.84282611E-3,.27263E-3,0
STARLINK-36632,2026-016W,2026-06-28T14:25:37.551648,15.33415520,.00009088,97.2839,239.4738,95.4897,264.6449,0,U,67581,999,2386,.62591044E-3,.20167E-3,0
STARLINK-36609,2026-016X,2026-06-28T14:45:12.435264,15.33459319,.0000597,97.2858,239.4545,118.6197,241.5106,0,U,67582,999,2386,.61350288E-3,.19792E-3,0
STARLINK-36577,2026-016Y,2026-06-28T15:20:26.222496,15.33460464,.00010361,97.2845,239.5752,250.5748,109.5383,0,U,67583,999,2387,.64365513E-3,.20772E-3,0
STARLINK-36419,2026-016Z,2026-06-27T17:40:33.530880,15.33448729,.00005137,97.2827,238.6593,236.3072,123.8122,0,U,67584,999,2373,.62639907E-3,.20204E-3,0
STARLINK-36560,2026-016AA,2026-06-28T15:08:41.205408,15.33464902,.00016758,97.2840,239.4364,252.8263,107.2796,0,U,67585,999,2386,.9170195E-3,.29665E-3,0
NAVSTAR 85 (USA 581),2026-017A,2026-06-28T03:58:34.663008,2.00570961,.00208945,55.0953,88.3146,258.1003,101.6754,0,U,67588,999,43183,0,-.55E-6,0
STARLINK-36641,2026-018A,2026-06-28T10:22:36.428448,15.33444624,.0001087,97.2850,244.0397,100.8917,259.2448,0,U,67589,999,2430,.57680859E-3,.18592E-3,0
STARLINK-36376,2026-018B,2026-06-28T14:37:05.985984,15.33452120,.0000669,97.2860,244.2582,254.9596,105.1572,0,U,67590,999,2433,.58198624E-3,.18764E-3,0
STARLINK-36391,2026-018C,2026-06-28T10:42:11.077920,15.33435807,.00008871,97.2862,244.0246,96.3793,263.7551,0,U,67591,999,2430,.64110254E-3,.20673E-3,0
STARLINK-36603,2026-018D,2026-06-28T14:29:16.148832,15.33462608,.00014711,97.2855,244.2663,303.3081,56.8021,0,U,67592,999,2433,.79338271E-3,.2564E-3,0
STARLINK-36634,2026-018E,2026-06-28T14:21:26.340192,15.33456781,.00006675,97.2855,244.2732,207.2042,152.9166,0,U,67593,999,2433,.59513131E-3,.19194E-3,0
STARLINK-36638,2026-018F,2026-06-28T10:34:20.879616,15.33468727,.00005631,97.2862,244.0303,123.0322,237.0975,0,U,67594,999,2430,.82820317E-3,.26777E-3,0
STARLINK-36628,2026-018G,2026-06-28T14:44:55.637376,15.33443866,.00001076,97.2848,244.2503,205.3590,154.7647,0,U,67595,999,2433,.53135326E-3,.17117E-3,0
STARLINK-36629,2026-018H,2026-06-28T14:56:40.668288,15.33453403,.00005271,97.2846,244.2380,217.6570,142.4636,0,U,67596,999,2433,.7177871E-3,.23175E-3,0
STARLINK-36384,2026-018J,2026-06-28T10:50:00.686112,15.33455105,.00003312,97.2861,244.1698,136.7191,223.4078,0,U,67597,999,2431,.72720377E-3,.23482E-3,0
STARLINK-36358,2026-018K,2026-06-28T14:48:50.921856,15.33452700,.00005051,97.2847,244.2464,97.3457,262.7843,0,U,67598,999,2433,.50852645E-3,.16382E-3,0
STARLINK-36582,2026-018L,2026-06-28T09:43:26.884128,15.33462323,.0000518,97.2846,244.0750,244.0807,116.0382,0,U,67599,999,2435,.71071461E-3,.22951E-3,0
STARLINK-36640,2026-018M,2026-06-28T14:52:45.772608,15.33456012,.00004227,97.2850,244.2438,95.1773,264.9518,0,U,67600,999,2433,.77324797E-3,.24979E-3,0
STARLINK-36635,2026-018N,2026-06-28T10:57:50.920704,15.33466409,.00005998,97.2845,244.1603,207.3034,152.8177,0,U,67601,999,2431,.65482488E-3,.21138E-3,0
