OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
IRS-P5 (CARTOSAT-1),2005-017A,2026-06-28T14:54:02.502720,14.91077935,.00022314,97.5305,202.1667,66.0284,294.1168,0,U,28649,999,14552,.14844343E-3,.1418E-4,0
DIRECTV 8,2005-019A,2026-06-28T15:02:28.841280,1.00271971,.00033317,0.0257,73.5054,29.9467,279.8380,0,U,28659,999,7718,0,.13E-6,0
GALAXY 28 (G-28),2005-022A,2026-06-28T10:33:06.753600,1.00270700,.00022768,3.3267,78.7961,19.1163,309.7962,0,U,28702,999,5208,0,-.192E-5,0
SJ-7,2005-024A,2026-06-28T14:22:17.485536,15.21710109,.00150846,97.7277,210.0098,359.1587,0.9620,0,U,28737,999,14976,.30727898E-3,.6904E-4,0
THAICOM 4,2005-028A,2026-06-28T10:40:38.635968,1.00273092,.00020091,0.2735,85.7846,359.0716,111.3549,0,U,28786,999,5236,0,-.351E-5,0
REIMEI (INDEX),2005-031B,2026-06-28T13:59:53.916288,15.11022276,.00205886,98.0152,304.1339,74.8557,285.4947,0,U,28810,999,13271,.26218928E-3,.4331E-4,0
ANIK F1R,2005-036A,2026-06-28T11:31:59.209824,1.00272165,.00044733,4.3407,76.4454,8.6187,257.2047,0,U,28868,999,4656,0,-.68E-6,0
NAVSTAR 57 (USA 183),2005-038A,2026-06-28T06:55:32.678688,2.00565060,.01280259,54.8689,272.7293,296.2501,41.1852,0,U,28874,999,15205,0,-.29E-6,0
SYRACUSE 3A,2005-041B,2026-06-28T00:35:11.435424,1.00272704,.00027749,4.6691,75.7055,16.4028,239.4571,0,U,28885,999,7585,0,.136E-5,0
BEIJING 1,2005-043A,2026-06-28T15:16:34.395744,14.63539307,.00133273,98.2921,312.9135,244.5159,115.4665,0,U,28890,999,10232,.1066082E-3,.504E-5,0
SINAH 1,2005-043D,2026-06-28T14:28:59.873664,14.64165017,.00133573,98.2874,313.9934,237.6780,122.3129,0,U,28893,999,10219,.67727237E-4,.307E-5,0
CUBESAT XI-V,2005-043F,2026-06-28T09:50:08.876544,14.72660646,.00144162,98.2995,335.2678,165.2148,194.9483,0,U,28895,999,10340,.23032949E-3,.1417E-4,0
INMARSAT 4-F2,2005-044A,2026-06-27T23:27:16.430400,1.00274774,.0003504,5.1083,43.6802,44.6908,323.0231,0,U,28899,999,7563,0,-.253E-5,0
COSMOS 2416 (RODNIK-S 1),2005-048A,2026-06-28T13:54:50.970240,12.55600691,.00089486,82.4697,300.3730,140.3906,230.3914,0,U,28908,999,94033,-.44146422E-4,.3E-7,0
METEOSAT-9 (MSG-2),2005-049B,2026-06-27T19:33:58.957344,1.00278089,.00019584,9.3846,54.0636,358.6343,202.4759,0,U,28912,999,710,0,.126E-5,0
EUTELSAT 174A,2005-052A,2026-06-28T15:00:56.066688,1.00274987,.00065746,4.2474,76.3918,18.8503,220.7249,0,U,28924,999,5244,0,.17E-6,0
ECHOSTAR 10,2006-003A,2026-06-28T14:58:31.116864,1.00272158,.00022205,0.0171,348.6620,60.4627,342.0362,0,U,28935,999,7457,0,-.44E-6,0
SPAINSAT,2006-007A,2026-06-28T07:35:13.714080,1.00271136,.00051238,0.5913,86.3723,8.6584,265.0232,0,U,28945,999,7432,0,-.206E-5,0
JCSAT-5A,2006-010A,2026-06-28T14:45:09.527904,1.00271280,.00022423,1.1384,84.1173,3.9310,181.9998,0,U,29045,999,7388,0,-.317E-5,0
ASTRA 1KR,2006-012A,2026-06-28T14:15:40.851648,1.00269945,.00038237,0.5026,83.2443,5.5667,60.8014,0,U,29055,999,4581,0,.13E-5,0
RESURS-DK 1,2006-021A,2026-06-28T12:53:31.532928,15.13262404,.00067027,69.9339,310.1726,286.1533,73.8895,0,U,29228,999,10429,.12496743E-3,.212E-4,0
GALAXY 16 (G-16),2006-023A,2026-06-28T14:33:18.303840,1.00271989,.00028752,0.0443,116.4125,331.6469,307.9578,0,U,29236,999,7308,0,-.115E-5,0
ARIRANG-2 (KOMPSAT-2),2006-031A,2026-06-28T15:19:27.390144,14.64667277,.00155236,97.8306,3.5313,41.5336,46.8599,0,U,29268,999,6315,.8571799E-4,.412E-5,0
EUTELSAT 33F,2006-032A,2026-06-28T14:19:40.469088,1.00271054,.00037868,1.6902,82.1316,12.1530,70.3940,0,U,29270,999,4742,0,.165E-5,0
JCSAT-3A,2006-033A,2026-06-28T13:04:02.792928,1.00271302,.00025114,0.0189,310.5678,154.5540,135.5287,0,U,29272,999,4785,0,-.333E-5,0
KOREASAT 5 (MUGUNGWHA 5),2006-034A,2026-06-28T15:48:08.173152,1.00271461,.0001889,1.8137,82.8617,51.0628,132.9227,0,U,29349,999,4143,0,-.348E-5,0
HINODE (SOLAR-B),2006-041A,2026-06-28T13:31:13.035648,14.68637571,.00160255,98.0544,195.5482,250.3841,109.5635,0,U,29479,999,5654,.12473237E-3,.677E-5,0
NAVSTAR 58 (USA 190),2006-042A,2026-06-28T14:46:44.930784,2.00569276,.0106837,54.7120,150.8852,54.7247,57.6465,0,U,29486,999,14462,0,.29E-6,0
DIRECTV 9S,2006-043A,2026-06-28T14:53:29.050368,1.00271910,.00054391,2.4493,80.7753,20.1654,297.9440,0,U,29494,999,5149,0,-.104E-5,0
OPTUS D1,2006-043B,2026-06-28T14:34:04.886400,1.00270712,.00037331,3.0632,79.5225,10.3264,197.3329,0,U,29495,999,7223,0,-.175E-5,0
SHIJIAN-6 02A (SJ-6 02A),2006-046A,2026-06-28T15:14:08.553408,15.17076462,.00048107,97.6357,220.7870,98.7692,261.4086,0,U,29505,999,7400,.43141731E-3,.848E-4,0
SHIJIAN-6 02B (SJ-6 02B),2006-046B,2026-06-28T14:37:47.997120,15.01404489,.00152274,97.7157,208.5979,28.0925,332.1117,0,U,29506,999,7245,.11042452E-3,.1366E-4,0
DMSP 5D-3 F17 (USA 191),2006-050A,2026-06-28T14:59:53.153664,14.14994380,.00106934,98.7379,185.9610,29.3936,330.7837,0,U,29522,999,1404,.43883338E-4,.42E-6,0
BADR-4,2006-051A,2026-06-28T14:20:02.933088,1.00269322,.0005379,2.0333,81.0105,14.4817,70.6617,0,U,29526,999,5138,0,.165E-5,0
NAVSTAR 59 (USA 192),2006-052A,2026-06-27T21:19:55.194528,2.00558714,.00848267,54.9335,213.5820,90.7543,270.2993,0,U,29601,999,14362,0,.81E-6,0
WILDBLUE-1,2006-054A,2026-06-28T14:58:37.690176,1.00271273,.00017485,2.8316,80.3475,11.1771,298.6354,0,U,29643,999,5390,0,-.4E-6,0
LAPAN-TUBSAT,2007-001A,2026-06-28T13:36:37.966176,14.85963811,.00128926,98.1341,179.0477,142.9555,217.2552,0,U,29709,999,5284,.13513768E-3,.1124E-4,0
THEMIS A,2007-004A,2026-06-25T10:26:48.300000,0.87843945,.83649326,8.4786,109.0264,200.7985,72.7085,0,U,30580,999,4135,.39609373E-1,-.462E-5,0
SKYNET 5A,2007-007B,2026-06-28T14:37:26.752224,1.00270746,.00036917,5.3286,73.6049,30.0068,127.6676,0,U,30794,999,7081,0,-.265E-5,0
THEMIS D,2007-004D,2026-06-17T03:32:48.469344,0.87589082,.83319779,7.6675,80.4898,230.8824,268.0937,0,U,30797,999,4107,0,-.39E-5,0
THEMIS E,2007-004E,2026-06-18T13:02:07.869696,0.88041867,.84400719,6.3692,98.0709,215.6799,161.0349,0,U,30798,999,6593,0,-.327E-5,0
ANIK F3,2007-009A,2026-06-28T15:02:35.499264,1.00270857,.00029331,1.2262,83.7308,9.2520,290.6809,0,U,31102,999,4667,0,.9E-7,0
HAIYANG-1B,2007-010A,2026-06-28T13:00:10.801152,14.31029580,.00137855,98.3499,160.9468,162.5050,197.6612,0,U,31113,999,226,.47619826E-4,.84E-6,0
SAUDISAT 3,2007-012B,2026-06-28T09:51:53.163936,14.71431583,.00143864,98.1459,129.8191,186.5616,173.5404,0,U,31118,999,2939,.45921478E-4,.234E-5,0
SAUDICOMSAT 7,2007-012C,2026-06-28T10:36:29.967264,14.66120353,.00560906,98.3784,153.8043,159.9363,200.4063,0,U,31119,999,2408,.96982496E-4,.492E-5,0
SAUDICOMSAT 6,2007-012E,2026-06-28T10:43:29.024544,14.62570191,.00704877,98.4103,147.1731,292.2239,67.1495,0,U,31121,999,2183,.10079216E-3,.476E-5,0
SAUDICOMSAT 5,2007-012H,2026-06-28T11:13:44.822496,14.68170910,.0048746,98.3494,154.5753,90.1344,270.5446,0,U,31124,999,2525,.12783613E-3,.695E-5,0
SAUDICOMSAT 3,2007-012J,2026-06-28T11:26:42.104544,14.70724356,.00395411,98.3148,155.1318,18.3269,341.9351,0,U,31125,999,2648,.14690307E-3,.852E-5,0
SAUDICOMSAT 4,2007-012L,2026-06-28T03:42:36.708192,14.64521647,.00624315,98.3989,151.9491,223.3177,136.3108,0,U,31127,999,2289,.81667478E-4,.391E-5,0
ASTRA 1L,2007-016A,2026-06-28T10:37:50.281248,1.00272731,.00057062,1.3500,81.5069,18.2620,311.7320,0,U,31306,999,4509,0,-.174E-5,0
GALAXY 17 (G-17),2007-016B,2026-06-28T14:34:40.154016,1.00270821,.00046169,2.9999,79.7642,21.8406,308.7480,0,U,31307,999,6991,0,-.197E-5,0
YAOGAN-2,2007-019A,2026-06-28T15:05:14.522784,14.82694884,.00193897,98.2635,40.6036,235.0340,124.9052,0,U,31490,999,2931,.10749722E-3,.811E-5,0
GLOBALSTAR M069,2007-020C,2026-06-28T08:56:36.000960,12.23471630,.00020809,52.0004,220.4675,172.6853,200.4958,0,U,31573,999,88017,.29901857E-3,-.6E-6,0
GLOBALSTAR M072,2007-020D,2026-06-28T14:46:20.923680,11.91658427,.00015336,51.9938,69.8202,0.3037,13.5734,0,U,31574,999,87634,.75713461E-4,-.79E-6,0
COSMO-SKYMED 1,2007-023A,2026-06-28T15:08:20.300064,14.97160117,.00017002,97.8858,11.5832,87.1396,273.0020,0,U,31598,999,3150,.20274563E-3,.2282E-4,0
TERRASAR-X,2007-026A,2026-06-28T12:30:20.383200,15.19148456,.000187,97.4454,187.0670,88.3439,271.8010,0,U,31698,999,5494,.26294351E-4,.485E-5,0
COSMOS 2428,2007-029A,2026-06-28T14:42:11.779776,14.12928033,.0007124,70.9374,330.4873,113.2039,246.9833,0,U,31792,999,97976,.3031944E-4,.9E-7,0
SAR-LUPE 2,2007-030A,2026-06-28T13:45:04.272768,15.51703005,.00026205,98.1056,285.4309,179.7982,180.3270,0,U,31797,999,5870,.55787727E-3,.33195E-3,0
WORLDVIEW-1 (WV-1),2007-041A,2026-06-28T13:59:31.698528,15.24388131,.00012024,97.3888,299.1636,333.1163,27.0012,0,U,32060,999,4461,.21782289E-3,.5266E-4,0
INTELSAT 11 (IS-11),2007-044B,2026-06-28T14:31:49.791360,0.99047629,.00031967,3.5942,78.5386,85.1300,46.5832,0,U,32253,999,6856,0,.65E-6,0
WGS F1 (USA 195),2007-046A,2026-06-28T10:32:43.271808,1.00271406,.00005174,0.0238,74.0818,334.7560,343.3871,0,U,32258,999,5244,0,-.256E-5,0
NAVSTAR 60 (USA 196),2007-047A,2026-06-27T04:43:25.383648,2.00554886,.01671439,54.1023,79.6530,87.5980,274.3314,0,U,32260,999,13701,0,-.7E-6,0
GLOBALSTAR M066,2007-048C,2026-06-28T14:31:37.536384,12.30387125,.00056499,51.9599,25.1342,68.1635,324.8585,0,U,32265,999,86163,-.23320689E-4,-.97E-6,0
COSMOS 2433 [GLONASS-M],2007-052A,2026-06-26T07:13:06.780288,2.13104185,.0002876,65.5713,315.6262,196.1254,163.8539,0,U,32275,999,14525,0,-.84E-6,0
COSMOS 2432 [GLONASS-M],2007-052B,2026-06-27T23:26:54.039840,2.13103239,.000748,65.5863,315.6977,328.0830,181.6997,0,U,32276,999,14531,0,-.78E-6,0
YAOGAN-3,2007-055A,2026-06-28T14:30:52.231680,14.90822198,.00016587,97.8149,209.3696,78.8994,281.2410,0,U,32289,999,757,.1732312E-3,.1649E-4,0
SKYNET 5B,2007-056B,2026-06-28T07:26:45.269088,1.00271606,.00034299,5.2797,73.3725,27.4319,312.3714,0,U,32294,999,6830,0,.146E-5,0
ASTRA 4A,2007-057A,2026-06-28T14:11:33.746784,1.00271646,.00026558,0.0154,334.5224,123.2937,36.5532,0,U,32299,999,5176,0,.44E-6,0
COSMO-SKYMED 2,2007-059A,2026-06-28T15:18:28.759104,14.82154241,.00013301,97.8887,3.0697,89.6146,270.5220,0,U,32376,999,370,.55695566E-4,.391E-5,0
RADARSAT-2,2007-061A,2026-06-28T15:40:16.927680,14.29983399,.00013049,98.5775,186.4213,83.2527,276.8804,0,U,32382,999,96759,-.31376271E-4,-.125E-5,0
NAVSTAR 61 (USA 199),2007-062A,2026-06-28T14:13:55.333056,2.00560879,.00358739,55.0224,273.6939,166.4039,249.2259,0,U,32384,999,13574,0,-.28E-6,0
HORIZONS-2,2007-063B,2026-06-28T13:49:08.636160,1.00270788,.00041628,2.6305,80.4945,8.2739,321.3813,0,U,32388,999,6792,0,-.244E-5,0
COSMOS 2434 [GLONASS-M],2007-065A,2026-06-27T04:34:21.639072,2.13101370,.00012437,64.3185,191.5785,326.9302,245.4349,0,U,32393,999,14398,0,.101E-5,0
COSMOS 2436 [GLONASS-M],2007-065C,2026-06-27T20:09:37.709856,2.13100206,.00172824,64.3274,191.6289,353.5963,129.3057,0,U,32395,999,14395,0,.96E-6,0
THURAYA-3,2008-001A,2026-06-25T16:20:37.371840,1.00009028,.00018904,6.0035,35.8134,142.0341,49.0680,0,U,32404,999,6757,0,.26E-6,0
THOR 5,2008-006A,2026-06-28T07:19:23.474784,1.00271648,.00027455,0.0395,252.1370,208.0085,285.3484,0,U,32487,999,6742,0,.2E-7,0
AMC-14,2008-011A,2026-06-28T15:22:36.909408,1.00419620,.00407596,24.0232,20.3826,7.5300,189.4749,0,U,32708,999,6828,0,-.1E-5,0
NAVSTAR 62 (USA 201),2008-012A,2026-06-28T02:30:14.449824,2.00572774,.02114421,54.4987,149.4887,247.9696,109.7406,0,U,32711,999,13397,0,.28E-6,0
DIRECTV 11,2008-013A,2026-06-28T11:59:18.496896,1.00274418,.00004604,0.0107,257.3781,198.7578,261.1015,0,U,32729,999,4570,0,-.115E-5,0
ICO G1,2008-016A,2026-06-28T12:01:03.330336,1.00272401,.00022908,5.5316,36.1065,47.8598,280.0420,0,U,32763,999,6665,0,-.165E-5,0
VINASAT-1,2008-018A,2026-06-28T14:45:09.444960,1.00272012,.00016011,0.0174,317.5120,144.5512,167.8698,0,U,32767,999,6670,0,-.317E-5,0
STAR ONE C2,2008-018B,2026-06-28T13:51:38.396736,1.00270455,.00030143,1.2692,82.3737,25.6049,311.5974,0,U,32768,999,6676,0,-.266E-5,0
CARTOSAT-2A,2008-021A,2026-06-28T14:43:28.773408,14.79254899,.00133234,97.7632,227.9320,75.6750,284.5941,0,U,32783,999,98049,.98973852E-4,.686E-5,0
CUTE-1.7+APD II (CO-65),2008-021C,2026-06-28T14:01:06.962304,15.09555814,.00085947,97.8271,161.2403,2.5543,357.5728,0,U,32785,999,98691,.27820726E-3,.4402E-4,0
CANX-2,2008-021H,2026-06-28T10:52:29.464320,15.05694805,.0010556,97.8633,159.4505,16.7528,343.4045,0,U,32790,999,98650,.20798223E-3,.2944E-4,0
SEEDS II (CO-66),2008-021J,2026-06-28T11:50:54.554208,15.33128545,.00009102,97.7514,177.9337,202.7139,157.4063,0,U,32791,999,98902,.51759114E-3,.16499E-3,0
AMOS-3,2008-022A,2026-06-28T14:23:47.573952,1.00483159,.00026142,0.4840,86.0905,66.9188,27.0859,0,U,32794,999,8245,0,.112E-5,0
GALAXY 18 (G-18),2008-024A,2026-06-28T15:05:26.618784,1.00270221,.00032494,0.0283,32.5775,69.7703,277.7382,0,U,32951,999,4596,0,0,0
YUBILEINY (RS30),2008-025A,2026-06-28T14:33:49.629888,12.43179989,.00185228,82.5042,348.3353,287.5516,72.3540,0,U,32953,999,82111,.49707431E-4,.17E-6,0
COSMOS 2437,2008-025B,2026-06-28T15:27:15.037920,12.42759937,.00197558,82.5024,350.3431,306.1512,125.0358,0,U,32954,999,82079,.44933328E-3,.72E-6,0
COSMOS 2438,2008-025C,2026-06-28T14:55:15.185856,12.43369342,.00202946,82.5025,345.7090,279.9394,79.9396,0,U,32955,999,82125,-.11839468E-3,-.7E-7,0
COSMOS 2439,2008-025D,2026-06-28T14:24:31.326912,12.43070752,.00199782,82.5073,350.6998,291.1946,68.6999,0,U,32956,999,82113,.21901748E-3,.4E-6,0
FENGYUN 3A,2008-026A,2026-06-28T12:52:02.651520,14.19573373,.00098844,98.6885,120.1572,94.4870,265.7435,0,U,32958,999,93701,.46654642E-4,.55E-6,0
ZHONGXING-9,2008-028A,2026-06-28T14:36:34.335072,1.00270924,.00040816,0.7981,85.2303,357.9535,145.0480,0,U,33051,999,6615,0,-.238E-5,0
FGRST (GLAST),2008-029A,2026-06-28T13:20:54.768480,15.23993392,.00085308,25.5814,125.5345,100.2623,259.8878,0,U,33053,999,99757,.95918713E-4,.2728E-4,0
SKYNET 5C,2008-030A,2026-06-28T14:05:07.105056,1.00271759,.00044677,3.8172,76.9115,27.3701,5.8882,0,U,33055,999,6607,0,-.132E-5,0
TURKSAT 3A,2008-030B,2026-06-28T10:58:55.758720,1.00269858,.00055369,0.0386,72.0985,5.6295,45.5568,0,U,33056,999,5247,0,.158E-5,0
ECHOSTAR 11,2008-035A,2026-06-28T13:38:54.617280,1.00272157,.00027219,1.0338,84.0719,0.5031,287.0104,0,U,33207,999,5132,0,-.47E-6,0
SUPERBIRD-C2,2008-038A,2026-06-28T13:06:25.065216,1.00272028,.00065342,2.3894,81.1321,29.6580,138.4613,0,U,33274,999,10584,0,-.297E-5,0
INMARSAT 4-F3,2008-039A,2026-06-28T14:51:43.582752,1.00272019,.00025725,4.3023,31.6562,69.1982,300.7885,0,U,33278,999,4666,0,-.132E-5,0
HUANJING 1A (HJ-1A),2008-041A,2026-06-28T15:05:39.098400,14.84009946,.00205415,97.6680,165.0245,99.5981,260.7556,0,U,33320,999,96010,.86575175E-4,.672E-5,0
HUANJING 1B (HJ-1B),2008-041B,2026-06-28T14:28:38.079264,14.83337725,.00370967,97.6517,168.1373,143.7106,216.6636,0,U,33321,999,96010,.17298932E-3,.1382E-4,0
GEOEYE 1,2008-042A,2026-06-28T13:26:51.070848,14.64635948,.00051551,98.1335,253.3503,37.0442,323.1116,0,U,33331,999,95181,.92654143E-4,.445E-5,0
NIMIQ 4,2008-044A,2026-06-28T13:46:46.363872,1.00268107,.00019215,0.0318,49.4134,46.2947,305.6932,0,U,33373,999,6509,0,0,0
GALAXY 19 (G-19),2008-045A,2026-06-28T13:42:31.769856,1.00271105,.00029665,0.0405,260.2886,207.6534,277.3516,0,U,33376,999,6501,0,-.127E-5,0
THEOS,2008-049A,2026-06-28T14:15:27.063072,14.20134371,.00011865,98.5571,236.5075,80.0535,280.0775,0,U,33396,999,91958,.19413754E-4,-.1E-7,0
SHIJIAN-6 03A (SJ-6 03A),2008-053A,2026-06-28T15:45:06.272640,15.17271846,.00105712,97.8404,213.3761,341.2829,18.8013,0,U,33408,999,96470,.26502038E-3,.5212E-4,0
SHIJIAN-6 03B (SJ-6 03B),2008-053B,2026-06-28T14:34:22.537056,15.04336122,.00194961,97.8561,199.6870,6.2830,353.8636,0,U,33409,999,96446,.16227036E-3,.2206E-4,0
COSMO-SKYMED 3,2008-054A,2026-06-28T15:07:33.186144,15.07016064,.00147191,97.8266,38.3907,224.3215,135.6835,0,U,33412,999,95866,.20483264E-3,.3009E-4,0
SHIYAN-3 (SY-3),2008-056A,2026-06-28T14:20:46.487328,14.30805869,.00148413,98.6061,206.0294,100.1916,260.0942,0,U,33433,999,92043,.66198202E-4,.13E-5,0
CHUANGXIN 1-02 (CX-1-02),2008-056B,2026-06-28T15:09:17.196192,14.30155656,.0015446,98.6133,205.7841,105.1708,255.1184,0,U,33434,999,92025,.66393725E-4,.128E-5,0
ASTRA 1M,2008-057A,2026-06-28T14:15:48.339936,1.00270158,.00049985,0.3251,82.6501,27.8493,39.5295,0,U,33436,999,4585,0,.132E-5,0
YAOGAN-4,2008-061A,2026-06-28T13:38:16.756800,14.83221516,.00152158,97.9307,112.9946,38.5476,321.6821,0,U,33446,999,94735,.12634335E-3,.98E-5,0
EUTELSAT HOTBIRD 13C,2008-065A,2026-06-28T12:13:09.669216,1.00272731,.00035166,2.9783,79.0652,15.8757,314.6485,0,U,33459,999,4745,0,-.274E-5,0
GOSAT (IBUKI),2009-002A,2026-06-28T14:13:51.577248,14.67539428,.00014555,98.0898,290.5324,81.2904,278.8466,0,U,33492,999,93313,-.1764849E-5,-.58E-6,0
STARS (KUKAI),2009-002G,2026-06-28T14:11:26.581632,14.95820570,.00097679,98.1545,127.3653,126.7133,233.4986,0,U,33498,999,94018,.32857345E-3,.3609E-4,0
KKS-1 (KISEKI),2009-002H,2026-06-28T14:10:47.021664,14.83151291,.0006418,98.1186,102.2138,250.5573,109.4947,0,U,33499,999,93788,.15915443E-3,.1242E-4,0
EXPRESS-AM44,2009-007A,2026-06-28T14:07:06.913344,1.00272022,.00043258,3.4927,78.2623,10.8530,28.3293,0,U,33595,999,5240,0,-.81E-6,0
NSS-9,2009-008A,2026-06-28T13:42:56.723040,1.00271203,.00024733,1.2903,82.5624,4.7891,218.1186,0,U,33749,999,6363,0,.82E-6,0
TELSTAR 11N,2009-009A,2026-06-28T12:16:54.310080,1.00268714,.00027754,0.0280,27.4135,71.4455,324.4251,0,U,34111,999,4635,0,0,0
NAVSTAR 63 (USA 203),2009-014A,2026-06-26T18:38:49.408800,2.00573181,.01438024,54.4825,210.2705,61.3767,119.5210,0,U,34661,999,12647,0,.85E-6,0
WGS F2 (USA 204),2009-017A,2026-06-28T04:10:38.371008,1.00259163,.00004856,0.0183,10.2745,8.9333,17.2393,0,U,34713,999,4572,0,.81E-6,0
SES-7 (PROTOSTAR 2),2009-027A,2026-06-28T15:46:44.517216,1.00270933,.000028,0.0411,68.7290,344.9972,207.9478,0,U,34941,999,6274,0,-.333E-5,0
MEASAT-3A,2009-032A,2026-06-28T12:18:38.437632,1.00272076,.00033102,0.0289,326.2536,122.6190,172.4039,0,U,35362,999,814,0,-.99E-6,0
GOES 14,2009-033A,2026-06-28T13:06:10.088640,1.00107544,.00022845,1.7185,82.9168,21.0240,144.4333,0,U,35491,999,670,0,-.318E-5,0
FM-5,2009-034A,2026-06-28T13:45:38.971008,1.00270430,.0001124,0.0319,282.3582,68.8151,45.7451,0,U,35493,999,4675,0,-.188E-5,0
TERRESTAR-1,2009-035A,2026-06-28T13:38:32.153280,1.00271535,.00025959,5.1835,48.7904,41.5436,279.9543,0,U,35496,999,6224,0,-.49E-6,0
COSMOS 2451,2009-036A,2026-06-28T14:55:39.233568,12.40870347,.00062577,82.4884,85.2670,176.8669,183.2450,0,U,35498,999,76906,-.13541974E-3,-.8E-7,0
COSMOS 2453,2009-036C,2026-06-28T16:06:49.519008,12.41519457,.00072692,82.4887,80.7698,132.9750,227.1940,0,U,35500,999,76940,-.14767163E-3,-.1E-6,0
DEIMOS-1,2009-041A,2026-06-28T13:57:01.640736,14.75247720,.00022808,97.7407,336.3155,115.3306,244.8141,0,U,35681,999,90856,.50497497E-4,.294E-5,0
DUBAISAT-1,2009-041B,2026-06-28T14:53:25.260864,14.75141339,.0011157,98.0064,312.7535,40.5889,319.6149,0,U,35682,999,90678,.13458723E-3,.858E-5,0
UK-DMC 2,2009-041C,2026-06-28T14:44:49.065792,14.76073513,.00012202,97.8844,314.3021,95.2844,264.8505,0,U,35683,999,90825,.15388454E-3,.1012E-4,0
APRIZESAT 4,2009-041D,2026-06-28T04:20:32.385696,14.83892697,.00419335,98.1411,254.7205,286.4455,73.2152,0,U,35684,999,91299,.84372298E-4,.652E-5,0
NANOSAT 1B,2009-041E,2026-06-28T14:46:23.164032,14.93113266,.00504918,98.1180,298.6648,126.0851,234.5059,0,U,35685,999,91612,.21037353E-3,.2184E-4,0
APRIZESAT 3,2009-041F,2026-06-28T09:36:58.909248,14.96272950,.00623561,98.2075,333.1626,31.0849,329.4037,0,U,35686,999,91805,.74835735E-4,.81E-5,0
ASIASAT 5,2009-042A,2026-06-28T07:48:14.749344,1.00275064,.00012879,0.0166,49.4592,29.1488,55.3755,0,U,35696,999,6182,0,-.296E-5,0
NAVSTAR 64 (USA 206),2009-043A,2026-06-28T08:09:01.459008,2.00553874,.0053812,56.2173,27.0139,83.6857,95.1411,0,U,35752,999,12358,0,-.75E-6,0
JCSAT-12 (JCSAT-RA),2009-044A,2026-06-28T13:05:10.184928,1.00270694,.00002753,0.0138,359.9210,201.7883,43.2565,0,U,35755,999,6172,0,-.316E-5,0
OPTUS D3,2009-044B,2026-06-28T14:54:14.189184,1.00270543,.000331,0.8783,268.5952,192.2063,195.6037,0,U,35756,999,6168,0,-.133E-5,0
NIMIQ 5,2009-050A,2026-06-28T14:58:46.661952,1.00271843,.00030575,0.0344,276.9107,171.0199,340.7829,0,U,35873,999,6145,0,-.245E-5,0
OCEANSAT-2,2009-051A,2026-06-28T13:34:45.818112,13.99660732,.00161363,98.2319,165.2817,202.0595,157.9879,0,U,35931,999,88092,-.13077092E-3,-.229E-5,0
SWISSCUBE,2009-051B,2026-06-27T23:29:06.641376,14.62500860,.00067468,98.4028,87.0546,167.8214,192.3151,0,U,35932,999,89073,.19746654E-3,.952E-5,0
BEESAT-1,2009-051C,2026-06-28T11:20:47.620896,14.61737456,.00049765,98.3955,87.1691,177.6025,182.5200,0,U,35933,999,89083,.16788935E-3,.788E-5,0
ITUPSAT1,2009-051E,2026-06-28T13:00:34.167168,14.60456331,.0006875,98.4040,86.4193,194.0038,166.0972,0,U,35935,999,89039,.15671078E-3,.711E-5,0
AMAZONAS 2,2009-054A,2026-06-28T13:49:38.589312,1.00270423,.00035648,1.8441,82.9159,17.0448,312.1208,0,U,35942,999,6129,0,-.249E-5,0
COMSATBW-1,2009-054B,2026-06-28T12:45:32.334336,1.00271925,.00031889,0.0634,132.8439,325.9449,72.2295,0,U,35943,999,6142,0,.36E-6,0
WORLDVIEW-2 (WV-2),2009-055A,2026-06-28T13:49:17.887872,14.37902473,.00044355,98.4765,252.8692,172.8306,187.2945,0,U,35946,999,87728,.49720375E-4,.106E-5,0
DMSP 5D-3 F18 (USA 210),2009-057A,2026-06-28T14:19:44.563584,14.14902946,.00102669,98.9042,160.3416,213.9446,146.1072,0,U,35951,999,86120,.13641679E-3,.219E-5,0
NSS-12,2009-058A,2026-06-28T12:43:47.501760,1.00271080,.00050364,0.0724,276.8934,149.4272,98.2468,0,U,36032,999,6103,0,.83E-6,0
THOR 6,2009-058B,2026-06-28T07:19:23.474784,1.00269543,.00021496,0.0142,18.5315,88.8613,278.0268,0,U,36033,999,6111,0,0,0
SMOS,2009-059A,2026-06-28T12:24:53.997696,14.39778388,.00013128,98.4424,6.6862,88.4561,271.6778,0,U,36036,999,87508,.88802736E-4,.235E-5,0
PROBA-2,2009-059B,2026-06-28T12:28:18.122880,14.54867050,.00120627,98.2450,2.7153,243.2462,116.7501,0,U,36037,999,88317,.53747574E-4,.186E-5,0
POISK,2009-060A,2026-06-28T12:59:37.480128,15.49467065,.00042596,51.6322,243.8877,242.8085,117.2470,0,U,36086,999,57163,.11309881E-3,.5887E-4,0
